year,job_category,salary_in_usd,country,experience_level,work_setting,general_average_salary
2023,Data Science and Research,258700,United States,Senior,In-person,95100.0
2023,Data Science and Research,160000,United States,Senior,In-person,95100.0
2023,Data Science and Research,258700,United States,Senior,In-person,95100.0
2023,Data Science and Research,188200,United States,Senior,In-person,95100.0
2023,Data Engineering,110000,United States,Mid-level,In-person,95100.0
2023,Data Engineering,73400,United States,Mid-level,In-person,95100.0
2023,Data Engineering,183414,United States,Senior,In-person,95100.0
2023,Data Engineering,183414,United States,Senior,In-person,95100.0
2023,Data Engineering,130000,United States,Senior,In-person,95100.0
2023,Data Engineering,97200,United States,Senior,In-person,95100.0
2023,Machine Learning and AI,299000,United States,Senior,In-person,95100.0
2023,Machine Learning and AI,187000,United States,Senior,In-person,95100.0
2023,Machine Learning and AI,204500,United States,Senior,In-person,95100.0
2023,Machine Learning and AI,66000,United States,Senior,In-person,95100.0
2023,Machine Learning and AI,190000,United States,Senior,Remote,95100.0
2023,Machine Learning and AI,140000,United States,Senior,Remote,95100.0
2023,Data Engineering,170200,United States,Mid-level,In-person,95100.0
2023,Data Engineering,83900,United States,Mid-level,In-person,95100.0
2023,Data Engineering,130000,United States,Senior,Remote,95100.0
2023,Data Engineering,101570,United States,Senior,Remote,95100.0
2023,Data Analysis,177000,United States,Senior,Remote,95100.0
2023,Data Analysis,118000,United States,Senior,Remote,95100.0
2023,Machine Learning and AI,234500,United States,Senior,In-person,95100.0
2023,Machine Learning and AI,127000,United States,Senior,In-person,95100.0
2023,Data Science and Research,287500,United States,Senior,In-person,95100.0
2023,Data Science and Research,168000,United States,Senior,In-person,95100.0
2023,Data Engineering,155000,United States,Senior,In-person,95100.0
2023,Data Engineering,140000,United States,Senior,In-person,95100.0
2023,Leadership and Management,230000,United States,Executive,In-person,95100.0
2023,Leadership and Management,180000,United States,Executive,In-person,95100.0
2023,Data Science and Research,153000,United States,Senior,In-person,95100.0
2023,Data Science and Research,136000,United States,Senior,In-person,95100.0
2023,Data Analysis,93918,United States,Senior,In-person,95100.0
2023,Data Analysis,51962,United States,Senior,In-person,95100.0
2023,Machine Learning and AI,254000,United States,Senior,In-person,95100.0
2023,Machine Learning and AI,200000,United States,Senior,In-person,95100.0
2023,Data Engineering,214500,United States,Senior,In-person,95100.0
2023,Data Engineering,134500,United States,Senior,In-person,95100.0
2023,Data Science and Research,136000,United States,Senior,Remote,95100.0
2023,Data Science and Research,104000,United States,Senior,Remote,95100.0
2023,Data Analysis,110000,United States,Mid-level,Remote,95100.0
2023,Data Analysis,90000,United States,Mid-level,Remote,95100.0
2023,Data Engineering,145000,United States,Senior,In-person,95100.0
2023,Data Engineering,115000,United States,Senior,In-person,95100.0
2023,Data Science and Research,143000,United States,Mid-level,Remote,95100.0
2023,Data Science and Research,117000,United States,Mid-level,Remote,95100.0
2023,Data Science and Research,216000,United States,Senior,Remote,95100.0
2023,Data Science and Research,184000,United States,Senior,Remote,95100.0
2023,Machine Learning and AI,324000,United States,Senior,In-person,95100.0
2023,Machine Learning and AI,159000,United States,Senior,In-person,95100.0
2023,Data Science and Research,130000,United States,Senior,Remote,95100.0
2023,Data Science and Research,110000,United States,Senior,Remote,95100.0
2023,Data Science and Research,370000,United States,Senior,In-person,95100.0
2023,Data Science and Research,200000,United States,Senior,In-person,95100.0
2023,Data Science and Research,275300,United States,Senior,Remote,95100.0
2023,Data Science and Research,183500,United States,Senior,Remote,95100.0
2023,Data Science and Research,230000,United States,Senior,Remote,95100.0
2023,Data Science and Research,196000,United States,Senior,Remote,95100.0
2023,Machine Learning and AI,253000,United States,Senior,Remote,95100.0
2023,Machine Learning and AI,172040,United States,Senior,Remote,95100.0
2023,Data Engineering,234000,United States,Senior,Remote,95100.0
2023,Data Engineering,178000,United States,Senior,Remote,95100.0
2023,Data Science and Research,164000,United States,Senior,Remote,95100.0
2023,Data Science and Research,130000,United States,Senior,Remote,95100.0
2023,BI and Visualization,109238,United States,Mid-level,In-person,95100.0
2023,BI and Visualization,68274,United States,Mid-level,In-person,95100.0
2023,Data Analysis,80800,United States,Entry-level,In-person,95100.0
2023,Data Analysis,53800,United States,Entry-level,In-person,95100.0
2023,Data Engineering,258900,United States,Senior,Remote,95100.0
2023,Data Engineering,176080,United States,Senior,Remote,95100.0
2023,BI and Visualization,120000,United States,Mid-level,Remote,95100.0
2023,BI and Visualization,110000,United States,Mid-level,Remote,95100.0
2023,Machine Learning and AI,309000,United States,Senior,In-person,95100.0
2023,Machine Learning and AI,142000,United States,Senior,In-person,95100.0
2023,Data Science and Research,201650,United States,Senior,In-person,95100.0
2023,Data Science and Research,124600,United States,Senior,In-person,95100.0
2023,Data Quality and Operations,65000,United States,Mid-level,Remote,95100.0
2023,Data Quality and Operations,60000,United States,Mid-level,Remote,95100.0
2023,Data Engineering,132100,United States,Senior,In-person,95100.0
2023,Data Engineering,68400,United States,Senior,In-person,95100.0
2023,Data Analysis,145000,United States,Senior,In-person,95100.0
2023,Data Analysis,110000,United States,Senior,In-person,95100.0
2023,BI and Visualization,160000,United States,Senior,Remote,95100.0
2023,BI and Visualization,140000,United States,Senior,Remote,95100.0
2023,Data Analysis,87500,United States,Mid-level,Remote,95100.0
2023,Data Analysis,62500,United States,Mid-level,Remote,95100.0
2023,Data Analysis,142000,United States,Senior,In-person,95100.0
2023,Data Analysis,128000,United States,Senior,In-person,95100.0
2023,Data Engineering,160000,United States,Senior,In-person,95100.0
2023,Data Engineering,130000,United States,Senior,In-person,95100.0
2023,Data Science and Research,155000,United States,Senior,In-person,95100.0
2023,Data Science and Research,139500,United States,Senior,In-person,95100.0
2023,BI and Visualization,202800,United States,Senior,In-person,95100.0
2023,BI and Visualization,104300,United States,Senior,In-person,95100.0
2023,Machine Learning and AI,221000,United States,Senior,In-person,95100.0
2023,Machine Learning and AI,129000,United States,Senior,In-person,95100.0
2023,Data Engineering,259000,United States,Senior,In-person,95100.0
2023,Data Engineering,138750,United States,Senior,In-person,95100.0
2023,Data Science and Research,120000,United States,Senior,In-person,95100.0
2023,Data Science and Research,100000,United States,Senior,In-person,95100.0
2023,Data Science and Research,155000,United States,Senior,In-person,95100.0
2023,Data Science and Research,130000,United States,Senior,In-person,95100.0
2023,Data Engineering,247300,United States,Senior,In-person,95100.0
2023,Data Engineering,139700,United States,Senior,In-person,95100.0
2023,Data Science and Research,215000,United States,Senior,In-person,95100.0
2023,Data Science and Research,182750,United States,Senior,In-person,95100.0
2023,Data Science and Research,248100,United States,Senior,In-person,95100.0
2023,Data Science and Research,145900,United States,Senior,In-person,95100.0
2023,Data Science and Research,207000,United States,Senior,Remote,95100.0
2023,Data Science and Research,141000,United States,Senior,Remote,95100.0
2023,Data Science and Research,90000,United States,Mid-level,In-person,95100.0
2023,Data Science and Research,55000,United States,Mid-level,In-person,95100.0
2023,Data Engineering,247300,United States,Senior,In-person,95100.0
2023,Data Engineering,139700,United States,Senior,In-person,95100.0
2023,Data Science and Research,300000,United States,Mid-level,In-person,95100.0
2023,Data Science and Research,100000,United States,Mid-level,In-person,95100.0
2023,Data Science and Research,300000,United States,Mid-level,In-person,95100.0
2023,Data Science and Research,100000,United States,Mid-level,In-person,95100.0
2023,Data Analysis,116700,United States,Mid-level,In-person,95100.0
2023,Data Analysis,93400,United States,Mid-level,In-person,95100.0
2023,Data Analysis,80000,United States,Entry-level,In-person,95100.0
2023,Data Analysis,50000,United States,Entry-level,In-person,95100.0
2023,Data Science and Research,179000,United States,Mid-level,In-person,95100.0
2023,Data Science and Research,176490,United States,Mid-level,In-person,95100.0
2023,Data Science and Research,195000,United States,Senior,In-person,95100.0
2023,Data Science and Research,143750,United States,Senior,In-person,95100.0
2023,Data Science and Research,180000,United States,Mid-level,In-person,95100.0
2023,Data Science and Research,162000,United States,Mid-level,In-person,95100.0
2023,Data Science and Research,199000,United States,Senior,In-person,95100.0
2023,Data Science and Research,196760,United States,Senior,In-person,95100.0
2023,Machine Learning and AI,324000,United States,Senior,In-person,95100.0
2023,Machine Learning and AI,159000,United States,Senior,In-person,95100.0
2023,Data Engineering,222000,United States,Senior,In-person,95100.0
2023,Data Engineering,159000,United States,Senior,In-person,95100.0
2023,Data Analysis,175000,United States,Senior,Remote,95100.0
2023,Data Analysis,150000,United States,Senior,Remote,95100.0
2023,BI and Visualization,110000,United States,Mid-level,In-person,95100.0
2023,BI and Visualization,75000,United States,Mid-level,In-person,95100.0
2023,Machine Learning and AI,220000,United States,Senior,In-person,95100.0
2023,Machine Learning and AI,80000,United States,Senior,In-person,95100.0
2023,Data Engineering,167500,United States,Mid-level,In-person,95100.0
2023,Data Engineering,106500,United States,Mid-level,In-person,95100.0
2023,Data Science and Research,150000,United States,Mid-level,In-person,95100.0
2023,Data Science and Research,130000,United States,Mid-level,In-person,95100.0
2023,Data Engineering,150000,United States,Senior,Remote,95100.0
2023,Data Engineering,130000,United States,Senior,Remote,95100.0
2023,Data Analysis,126500,United States,Senior,Remote,95100.0
2023,Data Analysis,78000,United States,Senior,Remote,95100.0
2023,Data Science and Research,185900,United States,Senior,In-person,95100.0
2023,Data Science and Research,129300,United States,Senior,In-person,95100.0
2023,Leadership and Management,250000,United States,Executive,In-person,95100.0
2023,Leadership and Management,222000,United States,Executive,In-person,95100.0
2023,Leadership and Management,145000,United States,Senior,In-person,95100.0
2023,Leadership and Management,120000,United States,Senior,In-person,95100.0
2023,Data Analysis,150000,United States,Senior,Remote,95100.0
2023,Data Analysis,120000,United States,Senior,Remote,95100.0
2023,Data Science and Research,204500,United States,Mid-level,In-person,95100.0
2023,Data Science and Research,142200,United States,Mid-level,In-person,95100.0
2023,Data Science and Research,297000,United States,Senior,In-person,95100.0
2023,Data Science and Research,138000,United States,Senior,In-person,95100.0
2023,Data Analysis,147600,United States,Mid-level,In-person,95100.0
2023,Data Analysis,106300,United States,Mid-level,In-person,95100.0
2023,Data Engineering,247300,United States,Senior,In-person,95100.0
